term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,0.136244095839685,0.07501947297618557,1.8161164086414574,0.06935251716386807,Proportional Hazards,(2) DVT (no PE)
siteNC,-0.18481018053174597,0.1186511986217827,-1.5575921918905706,0.1193299507976969,Proportional Hazards,(2) DVT (no PE)
siteSC,-0.20616367357927226,0.1181633484039412,-1.7447345252480668,0.08103109057691683,Proportional Hazards,(2) DVT (no PE)
age,0.024087798998954302,0.003050808576154966,7.895545852081268,2.8904738336974675e-15,Proportional Hazards,(2) DVT (no PE)
bmi,0.025620548022013107,0.004165707964906753,6.150346648840663,7.731378001745955e-10,Proportional Hazards,(2) DVT (no PE)
GENDERM,0.08880206062474731,0.06732937654900802,1.3189199897033008,0.18719586251610063,Proportional Hazards,(2) DVT (no PE)
diabetes,-0.15776318541503964,0.07398286789453572,-2.1324286271239807,0.032971626100151974,Proportional Hazards,(2) DVT (no PE)
raceethHispanic,-0.13020160949862206,0.09022381653649135,-1.4430957866425607,0.1489934900855411,Proportional Hazards,(2) DVT (no PE)
raceethOther,-0.18693943235638003,0.179651080021494,-1.040569487998703,0.29807539829940083,Proportional Hazards,(2) DVT (no PE)
raceethUnknown,-0.24760360464466638,0.3103733769518504,-0.7977604492896896,0.42500951699931944,Proportional Hazards,(2) DVT (no PE)
raceethWhite,0.02897367231212966,0.08011664136054242,0.36164362135129696,0.717618362778369,Proportional Hazards,(2) DVT (no PE)
insulin,0.30010378122104564,0.08721644238017348,3.4409083084689875,5.797649638952795e-4,Proportional Hazards,(2) DVT (no PE)
elix_cat,0.2800466835700629,0.029445744141441316,9.510599637926322,1.895666304213265e-21,Proportional Hazards,(2) DVT (no PE)
util_count,0.04136412802291542,0.004200333359328916,9.847820276227822,7.004657643617467e-23,Proportional Hazards,(2) DVT (no PE)
dysl,-0.07669227042245516,0.06703162545362597,-1.144120702779506,0.2525735829824393,Proportional Hazards,(2) DVT (no PE)
"Smoking2Never, Self-Report",-0.11414067491271256,0.060924987369425504,-1.873462430457437,0.06100455601619286,Proportional Hazards,(2) DVT (no PE)
Smoking2No Self-Report,0.1220002606797454,0.09128159362805219,1.3365264105364272,0.18137727400994533,Proportional Hazards,(2) DVT (no PE)
htn_dx,0.42661251969363734,0.07159221747067539,5.958923117144408,2.5390550870836817e-9,Proportional Hazards,(2) DVT (no PE)
ht_index,-0.24137513476185907,0.19119855137602224,-1.262431817734626,0.20679344614781398,Proportional Hazards,(2) DVT (no PE)
oc_index,0.01107943305305995,0.13937021749315318,0.07949641790294436,0.9366377806970717,Proportional Hazards,(2) DVT (no PE)
