term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.15267417133457928,0.2208274327511091,-0.6913732113466888,0.4893310343717137,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteNC,0.18059969347976954,0.1792898418988219,1.0073057768754508,0.31378785453710983,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteSC,0.2815670630360733,0.17840262913162286,1.578267452708543,0.11450417979952292,Proportional Hazards,(3) PE (w/ or w/out DVT)
age,0.03371184230230307,0.004171942369802677,8.08061073573688,6.444320892753474e-16,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi,0.06153930250718469,0.0049803133075103975,12.35651227290909,4.4922797875072986e-35,Proportional Hazards,(3) PE (w/ or w/out DVT)
GENDERM,0.24480884081099338,0.09006620850317379,2.718098661856813,0.006565825642484763,Proportional Hazards,(3) PE (w/ or w/out DVT)
diabetes,-0.08555492840025787,0.09960734809496596,-0.8589218570369882,0.3903836297446691,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.8220411012390577,0.1348340538268994,-6.096687579343999,1.0828886376238409e-9,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethOther,-0.3253990433121022,0.24650881337090283,-1.3200300584080915,0.18682498246258417,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethUnknown,-0.6749657152942564,0.45709997307975675,-1.476626022851429,0.13977591213699497,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethWhite,-0.21075112906143523,0.10439014657057198,-2.018879520577729,0.04349974328012473,Proportional Hazards,(3) PE (w/ or w/out DVT)
insulin,0.21699037974504473,0.12277430841844404,1.7673924010672486,0.07716253467564287,Proportional Hazards,(3) PE (w/ or w/out DVT)
elix_cat,0.2290666905676963,0.04055198548103683,5.6487170196589735,1.6164969225200725e-8,Proportional Hazards,(3) PE (w/ or w/out DVT)
util_count,0.022979641040162375,0.006814589644237653,3.3721239634133693,7.459086726483686e-4,Proportional Hazards,(3) PE (w/ or w/out DVT)
dysl,-0.13634950813219338,0.09162892842170442,-1.4880617997044683,0.1367345964985456,Proportional Hazards,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.08825631402428481,0.08287339319190515,-1.064953546911187,0.28689695163442547,Proportional Hazards,(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.05263388079866633,0.12857964949162037,-0.4093484544931546,0.6822839612430671,Proportional Hazards,(3) PE (w/ or w/out DVT)
htn_dx,0.19431564868355425,0.09593559273109033,2.025480253488666,0.04281807409340665,Proportional Hazards,(3) PE (w/ or w/out DVT)
ht_index,-0.032353048955331046,0.2390524613364288,-0.1353386983529076,0.8923440896677688,Proportional Hazards,(3) PE (w/ or w/out DVT)
oc_index,0.49370237145351387,0.15930203995264924,3.09915912941392,0.0019407075366514731,Proportional Hazards,(3) PE (w/ or w/out DVT)
surg_cont:raceethHispanic,-0.17684770818000234,0.35304125851216056,-0.5009264609051658,0.6164228790933947,Proportional Hazards,(3) PE (w/ or w/out DVT)
