term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.10045946690857908,0.10174401395694423,-0.9873747162274458,0.3234589745579159,Proportional Hazards,(1) Any VTE
siteNC,-0.16525289058378845,0.067812977601115,-2.436891822621741,0.014814110376127336,Proportional Hazards,(1) Any VTE
siteSC,-0.12942554369328013,0.06731075325428296,-1.9228063487024614,0.054504374488804366,Proportional Hazards,(1) Any VTE
age,0.027141630546611555,0.001742741938725547,15.574096166217247,1.0918546618526625e-54,Proportional Hazards,(1) Any VTE
bmi,0.03957758986600239,0.002270573043203467,17.43066138500607,4.828429810154874e-68,Proportional Hazards,(1) Any VTE
GENDERM,0.11155984343759645,0.038214345373456006,2.9193184482779815,0.0035079766457880024,Proportional Hazards,(1) Any VTE
diabetes,-0.0701292057521125,0.0416622472648813,-1.6832794761704342,0.0923210016037265,Proportional Hazards,(1) Any VTE
insulin,0.2580287765016291,0.04901917886840678,5.263833104881537,1.410825316978627e-7,Proportional Hazards,(1) Any VTE
elix_cat,0.2951964259315175,0.016790527635333532,17.58112861863341,3.4366691810958776e-69,Proportional Hazards,(1) Any VTE
util_count,0.03483967789133436,0.0026468703537425504,13.162593264937472,1.440552488707283e-39,Proportional Hazards,(1) Any VTE
dysl,-0.0802517484836704,0.03822229890886423,-2.0996054861854216,0.03576355977704205,Proportional Hazards,(1) Any VTE
"Smoking2Never, Self-Report",-0.05780829272334803,0.03462239697139836,-1.669679103128059,0.09498287036808077,Proportional Hazards,(1) Any VTE
Smoking2No Self-Report,0.0275184301922412,0.05408798100925083,0.5087716287197823,0.6109123081640706,Proportional Hazards,(1) Any VTE
htn_dx,0.3819952959537632,0.04047761554696887,9.43719857980539,3.828789182931288e-21,Proportional Hazards,(1) Any VTE
ht_index,-0.12689301480243992,0.10254121027486182,-1.237483100329156,0.21590778454638718,Proportional Hazards,(1) Any VTE
oc_index,0.2101858729345328,0.07406025623053261,2.838038694873973,0.0045391679469237835,Proportional Hazards,(1) Any VTE
raceeth_fineHispanic,-0.31567896313349664,0.0562973914174689,-5.6073461875454225,2.054524567381716e-8,Proportional Hazards,(1) Any VTE
raceeth_fineOther/Unknown,-0.29144276733222263,0.10025109209466594,-2.90712810447009,0.003647637847414907,Proportional Hazards,(1) Any VTE
raceeth_fineWhite,-0.02394041896579026,0.048234927991719544,-0.49632952639423644,0.6196619376493515,Proportional Hazards,(1) Any VTE
surg_cont:raceeth_fineHispanic,0.16713723899464736,0.13360897726795892,1.250943180707431,0.21095520822128166,Proportional Hazards,(1) Any VTE
surg_cont:raceeth_fineOther/Unknown,-0.04083189345211084,0.26658982817939236,-0.153163733706428,0.8782691564809353,Proportional Hazards,(1) Any VTE
surg_cont:raceeth_fineWhite,0.03376748626128794,0.11642101131428055,0.2900463230827984,0.77178079933203525,Proportional Hazards,(1) Any VTE
surg_cont,3.619251316146274,0.27806362703073595,13.015910620148162,9.935081733972229e-39,Interaction with log(t),(1) Any VTE
tt(surg_cont),-0.6232527567306869,0.05145259439522856,-12.113145392499082,8.9976369199795e-34,Interaction with log(t),(1) Any VTE
siteNC,-0.18235501046201466,0.0676576436007034,-2.6952610341888827,0.007033350728455431,Interaction with log(t),(1) Any VTE
siteSC,-0.16999339092640442,0.06633357838731758,-2.562704968723739,0.010386026277588618,Interaction with log(t),(1) Any VTE
age,0.028925006274861772,0.0017072776227114025,16.942180867412002,2.1982198511060977e-64,Interaction with log(t),(1) Any VTE
bmi,0.040121179928091104,0.0022692985216778675,17.679992096600152,5.980458942383953e-70,Interaction with log(t),(1) Any VTE
GENDERM,0.10892225143651242,0.03805690318809269,2.8620891957018775,0.004208584485325607,Interaction with log(t),(1) Any VTE
diabetes,-0.0890523280865475,0.04157279420553498,-2.142081853971007,0.032186895836714594,Interaction with log(t),(1) Any VTE
insulin,0.24606020437393053,0.048998796341503156,5.021760180780434,5.120008725656112e-7,Interaction with log(t),(1) Any VTE
elix_cat,0.298900983394247,0.016798599760900767,17.793208222625065,7.977858232113386e-71,Interaction with log(t),(1) Any VTE
util_count,0.03520101088326949,0.0026373757728438254,13.346983484766374,1.2334326718971273e-40,Interaction with log(t),(1) Any VTE
dysl,-0.08983683092824296,0.038218966373131075,-2.3505824320618096,0.018744055366080523,Interaction with log(t),(1) Any VTE
"Smoking2Never, Self-Report",-0.07292717898145928,0.03459493015686675,-2.1080308198565323,0.03502832363481373,Interaction with log(t),(1) Any VTE
Smoking2No Self-Report,0.04329276414466542,0.05406817710796383,0.8007069307740492,0.4233013292507472,Interaction with log(t),(1) Any VTE
htn_dx,0.3970947653105915,0.04031208691106873,9.850513722760377,6.819451197671318e-23,Interaction with log(t),(1) Any VTE
ht_index,-0.11910052884989314,0.10255503026588794,-1.161332881879209,0.24550655234309743,Interaction with log(t),(1) Any VTE
oc_index,0.22572816493098785,0.07401129018773887,3.049915281282088,0.002289059261770987,Interaction with log(t),(1) Any VTE
surg_cont:raceeth_fineHispanic,-0.5668388703499329,0.34454262056138224,-1.6451923115530702,0.09993015855046698,Interaction with log(t),(1) Any VTE
surg_cont:raceeth_fineOther/Unknown,-2.050026131662027,0.8851967892979795,-2.3158987430216906,0.02056379798183739,Interaction with log(t),(1) Any VTE
surg_cont:raceeth_fineWhite,-0.5795704454042625,0.3032400885531654,-1.9112593198661119,0.0559712640655535,Interaction with log(t),(1) Any VTE
tt(surg_cont):raceeth_fineHispanic,0.07807314133768903,0.06447507464626825,1.21090424115093,0.2259321069903276,Interaction with log(t),(1) Any VTE
tt(surg_cont):raceeth_fineOther/Unknown,0.3099889981497953,0.15061509202543,2.058153628438885,0.03957538837865212,Interaction with log(t),(1) Any VTE
tt(surg_cont):raceeth_fineWhite,0.11454457218966245,0.05643814256297426,2.0295595671287807,0.04240132833710542,Interaction with log(t),(1) Any VTE
surg_cont,0.7993314623148002,0.13404394944339948,5.96320434927442,2.473387773503403e-9,NCS with df = 1,(1) Any VTE
tt(surg_cont),-4.831915333040139,0.779706928896239,-6.197091694286015,5.75159972435129e-10,NCS with df = 1,(1) Any VTE
siteNC,-0.17995576007667155,0.06766284057766354,-2.6595951121815227,0.007823463716476554,NCS with df = 1,(1) Any VTE
siteSC,-0.16893696592774302,0.06633162060691813,-2.546854190837055,0.010869884052698103,NCS with df = 1,(1) Any VTE
age,0.02901994835429825,0.0017073658096391343,16.996913133941607,8.655958207301437e-65,NCS with df = 1,(1) Any VTE
bmi,0.03999511715789828,0.00226971451971149,17.621210425609902,1.6934253399600683e-69,NCS with df = 1,(1) Any VTE
GENDERM,0.1098954557300481,0.03805649439404807,2.8876925602279186,0.003880789838333448,NCS with df = 1,(1) Any VTE
diabetes,-0.08989096428053701,0.041570958405982926,-2.1623500570436653,0.03059120405554166,NCS with df = 1,(1) Any VTE
insulin,0.24618939377488822,0.04899645094593335,5.024637275188636,5.043849149553114e-7,NCS with df = 1,(1) Any VTE
elix_cat,0.29892773366693814,0.01679737976449992,17.796093072724407,7.57742909800447e-71,NCS with df = 1,(1) Any VTE
