term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.5108936468589138,0.10108345341839607,-5.054176817092567,4.3225101899940037e-7,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteNC,0.11748799364716075,0.12591276753949415,0.9330903922059305,0.3507732993566624,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteSC,0.26094695697312725,0.12444422070605553,2.09689895997259,0.03600252062953592,Proportional Hazards,(3) PE (w/ or w/out DVT)
age,0.03421946620732767,0.0029637542888308254,11.545986229791993,7.734911659745495e-31,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi,0.06088670623500612,0.0035327320252105045,17.235019752560504,1.4500381896580227e-66,Proportional Hazards,(3) PE (w/ or w/out DVT)
GENDERM,0.1956977375786454,0.0674205381835786,2.902642768080289,0.0037002845684791816,Proportional Hazards,(3) PE (w/ or w/out DVT)
diabetes,-0.05477882003629333,0.06983177070376254,-0.784439797018377,0.4327820943275921,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.7268327980171725,0.08816014519671275,-8.244460083356056,1.6590762892978495e-16,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethOther,-0.21974083240707726,0.16252706896460156,-1.3520260582250263,0.1763669793749421,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethUnknown,-0.7262932876831841,0.3226174746574812,-2.251252163120675,0.02436957075399438,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethWhite,-0.171747303225992,0.07013641703125793,-2.448760722257152,0.014334864159744611,Proportional Hazards,(3) PE (w/ or w/out DVT)
insulin,0.1928050405623906,0.0836037203703241,2.306177759893428,0.021100701750344293,Proportional Hazards,(3) PE (w/ or w/out DVT)
elix_cat,0.2851469931705456,0.028332953667298225,10.064146383003514,7.957461810467165e-24,Proportional Hazards,(3) PE (w/ or w/out DVT)
util_count,0.026472694672534224,0.004685516846566501,5.649898514810196,1.6054258815374253e-8,Proportional Hazards,(3) PE (w/ or w/out DVT)
dysl,-0.09820738800824057,0.06457229575641601,-1.5208904508940664,0.1282873306753064,Proportional Hazards,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.034175702680525166,0.058320587771210915,-0.585997226478494,0.5578773786644751,Proportional Hazards,(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.09817997593644741,0.09449730458808386,-1.0389711787486045,0.2988181405743835,Proportional Hazards,(3) PE (w/ or w/out DVT)
htn_dx,0.3077827255539589,0.06836339740848282,4.502156668939451,6.726736494511975e-6,Proportional Hazards,(3) PE (w/ or w/out DVT)
ht_index,-0.01418100072538402,0.16506108777066725,-0.08591365122400522,0.9315350595290469,Proportional Hazards,(3) PE (w/ or w/out DVT)
oc_index,0.45860739830127534,0.11656726804081165,3.9342725107078187,8.344906261518179e-5,Proportional Hazards,(3) PE (w/ or w/out DVT)
surg_cont:GENDERM,0.3247554974213027,0.1846228966121298,1.7590207031773228,0.07857399216542628,Proportional Hazards,(3) PE (w/ or w/out DVT)
surg_cont,2.426353605583277,0.3360882924036735,7.219393416623389,5.221997828706943e-13,Interaction with log(t),(3) PE (w/ or w/out DVT)
tt(surg_cont),-0.4880092684424997,0.05724959039918264,-8.524240348966183,1.5381593825523114e-17,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteNC,0.11535655408590499,0.12594994442911464,0.9158920602051422,0.3597235115891152,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteSC,0.2650546341226432,0.12457347495807146,2.1276972020877993,0.033362197052476644,Interaction with log(t),(3) PE (w/ or w/out DVT)
age,0.0341108356336736,0.002965082009614793,11.504179487468912,1.256788842319981e-30,Interaction with log(t),(3) PE (w/ or w/out DVT)
bmi,0.06113578086647623,0.0035368241252945105,17.28550210604138,6.049229636504278e-67,Interaction with log(t),(3) PE (w/ or w/out DVT)
GENDERM,0.198218171009882,0.06742533242104773,2.9398174824275025,0.0032840563387667265,Interaction with log(t),(3) PE (w/ or w/out DVT)
diabetes,-0.05512452492088241,0.06984094270546258,-0.7892866674689211,0.4299444772857459,Interaction with log(t),(3) PE (w/ or w/out DVT)
raceethHispanic,-0.7251751253937049,0.0881672543953576,-8.224993852500965,1.9520086868349672e-16,Interaction with log(t),(3) PE (w/ or w/out DVT)
raceethOther,-0.2179487605910885,0.16253360500414407,-1.3409458344662417,0.1799380394103885,Interaction with log(t),(3) PE (w/ or w/out DVT)
raceethUnknown,-0.7277497498341163,0.32260220346597546,-2.255873462782691,0.024078556904930555,Interaction with log(t),(3) PE (w/ or w/out DVT)
raceethWhite,-0.17065497965274135,0.07015224974330503,-2.4326373035389044,0.014989307215096554,Interaction with log(t),(3) PE (w/ or w/out DVT)
insulin,0.19372928630149605,0.08360776317898846,2.3171207904074427,0.020497152777867622,Interaction with log(t),(3) PE (w/ or w/out DVT)
elix_cat,0.2870510484731539,0.028349385934903888,10.125476761023434,4.258980423835596e-24,Interaction with log(t),(3) PE (w/ or w/out DVT)
util_count,0.026865834706535183,0.004694141538474009,5.723268991004655,1.0449362001698036e-8,Interaction with log(t),(3) PE (w/ or w/out DVT)
dysl,-0.10219454765700492,0.06459321950017329,-1.582125003952323,0.11362103658007662,Interaction with log(t),(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.03549192499463133,0.058328729700526556,-0.6084810208769372,0.5428684898603464,Interaction with log(t),(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.08022970395672524,0.09447250222331871,-0.8492386892333428,0.3957484889582185,Interaction with log(t),(3) PE (w/ or w/out DVT)
htn_dx,0.30929672091104915,0.06835640840162395,4.524765536155659,6.046249738225013e-6,Interaction with log(t),(3) PE (w/ or w/out DVT)
ht_index,-0.01715755657083436,0.1651276986222047,-0.10390477620649881,0.9172449167622209,Interaction with log(t),(3) PE (w/ or w/out DVT)
oc_index,0.46264913914637007,0.11661691550109328,3.9672558407020526,7.27049333512069e-5,Interaction with log(t),(3) PE (w/ or w/out DVT)
surg_cont:GENDERM,0.9702576754302324,0.49277034917917767,1.9689855062229693,0.04895475547696685,Interaction with log(t),(3) PE (w/ or w/out DVT)
tt(surg_cont):GENDERM,-0.13479251963306849,0.09130490834567316,-1.4762899615730916,0.1398660678275494,Interaction with log(t),(3) PE (w/ or w/out DVT)
surg_cont,-0.07486213881450401,0.15092337895606409,-0.4960274500367331,0.6198750441243085,NCS with df = 1,(3) PE (w/ or w/out DVT)
tt(surg_cont),-2.1056543815896283,0.6104318120493201,-3.449450602059221,5.617284946752253e-4,NCS with df = 1,(3) PE (w/ or w/out DVT)
siteNC,0.11673458143000152,0.12595285779297602,0.9268116934819675,0.35402431256347155,NCS with df = 1,(3) PE (w/ or w/out DVT)
siteSC,0.2653177817536897,0.12456067817313002,2.1300283977654475,0.03316926894526926,NCS with df = 1,(3) PE (w/ or w/out DVT)
age,0.03416674748184704,0.0029647672308974796,11.524259687498047,9.956430363366641e-31,NCS with df = 1,(3) PE (w/ or w/out DVT)
bmi,0.06099328251294336,0.0035358100397458467,17.2501581893035,1.1159341901032204e-66,NCS with df = 1,(3) PE (w/ or w/out DVT)
GENDERM,0.19823913590441403,0.06742565817196898,2.9401142128832554,0.003280912850007223,NCS with df = 1,(3) PE (w/ or w/out DVT)
diabetes,-0.055614270764166036,0.06984084798898119,-0.7963000502648582,0.4258576563809814,NCS with df = 1,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.7254799292003918,0.08816681496249978,-8.228491972960144,1.8958500509739491e-16,NCS with df = 1,(3) PE (w/ or w/out DVT)
raceethOther,-0.21823938842184987,0.1625322359279126,-1.342745254046987,0.17935447580072125,NCS with df = 1,(3) PE (w/ or w/out DVT)
raceethUnknown,-0.7257429134400234,0.3226052333419493,-2.2496315571879255,0.024472343499880006,NCS with df = 1,(3) PE (w/ or w/out DVT)
raceethWhite,-0.17112315448745932,0.07014583467969847,-2.4395340830834193,0.014706215331096723,NCS with df = 1,(3) PE (w/ or w/out DVT)
insulin,0.19363421741788583,0.0836076335701791,2.315987298640045,0.020558962197088963,NCS with df = 1,(3) PE (w/ or w/out DVT)
elix_cat,0.28690081831537656,0.028349502296405774,10.120135983895231,4.497902681935381e-24,NCS with df = 1,(3) PE (w/ or w/out DVT)
util_count,0.02650585844608718,0.004694940119909492,5.645622259096705,1.6458486027011186e-8,NCS with df = 1,(3) PE (w/ or w/out DVT)
dysl,-0.10055711898173555,0.0645944612948364,-1.5567452218968187,0.11953098735458773,NCS with df = 1,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.03511176045469653,0.05832992956247538,-0.6019510175661948,0.5472067429655642,NCS with df = 1,(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.080159472958647,0.09449366434921881,-0.848305264810166,0.3962679863041888,NCS with df = 1,(3) PE (w/ or w/out DVT)
htn_dx,0.3105575550299051,0.0683558150107394,4.543249977797988,5.539349697398419e-6,NCS with df = 1,(3) PE (w/ or w/out DVT)
ht_index,-0.01681469192550785,0.16511373958025666,-0.10183702439453715,0.9188860371894622,NCS with df = 1,(3) PE (w/ or w/out DVT)
oc_index,0.46129332036250276,0.11660342260856164,3.956087308955476,7.618732608125016e-5,NCS with df = 1,(3) PE (w/ or w/out DVT)
surg_cont:GENDERM,0.6382075215301017,0.26072899319599924,2.447781175798652,0.014373892310273263,NCS with df = 1,(3) PE (w/ or w/out DVT)
tt(surg_cont):GENDERM,-2.3181146724939867,1.3203853756142643,-1.755634919400378,0.0791507657735859,NCS with df = 1,(3) PE (w/ or w/out DVT)
surg_cont,0.5461047463383824,0.17276996448426957,3.160877806327872,0.0015729446970489849,NCS with df = 2,(3) PE (w/ or w/out DVT)
tt(surg_cont)1,-3.26576233640035,0.5141371610390029,-6.351928208808479,2.1263256089028917e-10,NCS with df = 2,(3) PE (w/ or w/out DVT)
tt(surg_cont)2,1.243604268296979,0.5507273911741571,2.2581122497749755,0.023938662120178752,NCS with df = 2,(3) PE (w/ or w/out DVT)
siteNC,0.11295838254423228,0.1259068235600655,0.897158544313081,0.3696343227011625,NCS with df = 2,(3) PE (w/ or w/out DVT)
siteSC,0.25763835576200694,0.12449628143319531,2.0694461938628717,0.038504235515650055,NCS with df = 2,(3) PE (w/ or w/out DVT)
age,0.03415874205654201,0.002963661517259349,11.525858083864573,9.773360058254002e-31,NCS with df = 2,(3) PE (w/ or w/out DVT)
bmi,0.06111737419177929,0.003534136506575346,17.293439027629223,5.2711561363296446e-67,NCS with df = 2,(3) PE (w/ or w/out DVT)
GENDERM,0.19671005162777133,0.06742406317493271,2.917505151201052,0.00352843820606376,NCS with df = 2,(3) PE (w/ or w/out DVT)
diabetes,-0.05350309821060038,0.06983356571281603,-0.7661516015181989,0.4435861023075913,NCS with df = 2,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.7272615125251366,0.08816439022771304,-8.24892579245145,1.598246378506922e-16,NCS with df = 2,(3) PE (w/ or w/out DVT)
raceethOther,-0.21919922848060588,0.1625294855344243,-1.348673613036071,0.1774418246063213,NCS with df = 2,(3) PE (w/ or w/out DVT)
raceethUnknown,-0.7283496601015215,0.32261535783878065,-2.25764100314622,0.023968050132294194,NCS with df = 2,(3) PE (w/ or w/out DVT)
raceethWhite,-0.1716723090709872,0.07014861361958345,-2.447265886136648,0.014394460633364633,NCS with df = 2,(3) PE (w/ or w/out DVT)
insulin,0.19267400102821094,0.08360926104815608,2.304457647547409,0.021196967174071015,NCS with df = 2,(3) PE (w/ or w/out DVT)
elix_cat,0.28538061398064046,0.028350518580828602,10.066151459170227,7.796954686353198e-24,NCS with df = 2,(3) PE (w/ or w/out DVT)
util_count,0.027246276136014966,0.0046864718104605635,5.813814152300926,6.106520792431989e-9,NCS with df = 2,(3) PE (w/ or w/out DVT)
dysl,-0.10192677730629784,0.06457614856739027,-1.578396661422588,0.11447451172183402,NCS with df = 2,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.033751379478036095,0.05832388399871588,-0.5786888177539616,0.562799162555036,NCS with df = 2,(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.10249336517502153,0.09485876487753342,-1.0804838678570683,0.2799267667333142,NCS with df = 2,(3) PE (w/ or w/out DVT)
htn_dx,0.3049195404380776,0.0683776912107397,4.4593424410648375,8.221148187518935e-6,NCS with df = 2,(3) PE (w/ or w/out DVT)
ht_index,-0.01718574823397502,0.16507855742094976,-0.10410648422466778,0.9170848451554819,NCS with df = 2,(3) PE (w/ or w/out DVT)
oc_index,0.4606142723590464,0.11658764319908302,3.9507983841178564,7.789092119030432e-5,NCS with df = 2,(3) PE (w/ or w/out DVT)
surg_cont:GENDERM,0.6101924398195822,0.2792441469753967,2.185157491853694,0.028877301066780808,NCS with df = 2,(3) PE (w/ or w/out DVT)
tt(surg_cont)1:GENDERM,-1.333063697914008,0.941535295386637,-1.4158403879767372,0.15682224162708533,NCS with df = 2,(3) PE (w/ or w/out DVT)
tt(surg_cont)2:GENDERM,0.04241378221552376,1.093322483460378,0.03879347846326517,0.9690550443547576,NCS with df = 2,(3) PE (w/ or w/out DVT)
surg_cont,1.4650189420527497,0.2095680657064793,6.9906592739403965,2.7359749081282153e-12,NCS with df = 3,(3) PE (w/ or w/out DVT)
tt(surg_cont)1,-0.11493144879792487,0.5794148924275816,-0.19835777488630849,0.8427651517534589,NCS with df = 3,(3) PE (w/ or w/out DVT)
tt(surg_cont)2,-5.081024861609492,0.6503535914224089,-7.81271131369725,5.597069479667263e-15,NCS with df = 3,(3) PE (w/ or w/out DVT)
tt(surg_cont)3,-0.8174346997653357,0.6750418228613585,-1.2109393404699047,0.22591865368825054,NCS with df = 3,(3) PE (w/ or w/out DVT)
siteNC,0.1152572022244862,0.12592604053366724,0.9152769493587893,0.36004625694539544,NCS with df = 3,(3) PE (w/ or w/out DVT)
siteSC,0.2616385113064222,0.12451785498773206,2.1012128046391396,0.03562228987800505,NCS with df = 3,(3) PE (w/ or w/out DVT)
age,0.034092325815066736,0.0029640744480461476,11.501845318878425,1.2912488632422964e-30,NCS with df = 3,(3) PE (w/ or w/out DVT)
bmi,0.06103905960160106,0.003533781759611168,17.273013375992228,7.511573111273391e-67,NCS with df = 3,(3) PE (w/ or w/out DVT)
GENDERM,0.1959665715247489,0.06742344533374793,2.9065048597666423,0.003654912215598389,NCS with df = 3,(3) PE (w/ or w/out DVT)
diabetes,-0.0546355168079578,0.06983652062067333,-0.7823344622896969,0.4340180386965016,NCS with df = 3,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.7260958708026256,0.08816524447420492,-8.235624764983942,1.7862298231150835e-16,NCS with df = 3,(3) PE (w/ or w/out DVT)
raceethOther,-0.21915379680908356,0.1625323851438781,-1.3483700286258806,0.17753939877510022,NCS with df = 3,(3) PE (w/ or w/out DVT)
raceethUnknown,-0.7281593856500889,0.3226119520910396,-2.2570750430368607,0.02400338604052931,NCS with df = 3,(3) PE (w/ or w/out DVT)
raceethWhite,-0.1708785790461488,0.0701442122805465,-2.4361037566821397,0.014846425320640844,NCS with df = 3,(3) PE (w/ or w/out DVT)
insulin,0.19292528452747823,0.08361041904743491,2.307431139868172,0.021030796923100514,NCS with df = 3,(3) PE (w/ or w/out DVT)
elix_cat,0.28618314404528633,0.028349074487153823,10.094973088979259,5.8147021030636015e-24,NCS with df = 3,(3) PE (w/ or w/out DVT)
util_count,0.026846327464880897,0.004692148524827647,5.721542556214591,1.0556120896791915e-8,NCS with df = 3,(3) PE (w/ or w/out DVT)
dysl,-0.10115819623210809,0.06458690417263022,-1.566233860067496,0.11729387848203773,NCS with df = 3,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.034872702456422655,0.0583242947701084,-0.5979104006979807,0.5498997196461244,NCS with df = 3,(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.09087839973896487,0.09462602203877686,-0.9603954364870559,0.33685623400126286,NCS with df = 3,(3) PE (w/ or w/out DVT)
htn_dx,0.307614876333978,0.06836978427752081,4.499281072547104,6.818365764026896e-6,NCS with df = 3,(3) PE (w/ or w/out DVT)
