term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.3215849739468854,0.10150356572975136,-3.168213566044476,0.0015337880411249456,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteNC,0.11552234607490205,0.1259379048153409,0.9172960773350098,0.35898751235653026,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteSC,0.2589315750093848,0.1244909573494286,2.0799227552134596,0.037532618497168116,Proportional Hazards,(3) PE (w/ or w/out DVT)
age,0.03420070052519269,0.0029630805965877483,11.542278183245454,8.075758526260105e-31,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi,0.050631269483109316,0.0057454580448457635,8.812399131263435,1.2249558968697527e-18,Proportional Hazards,(3) PE (w/ or w/out DVT)
GENDERM,0.2358034253811661,0.06333381252701024,3.7231838092898957,1.967261910215896e-4,Proportional Hazards,(3) PE (w/ or w/out DVT)
diabetes,-0.05492347728934018,0.06981244935081085,-0.786728983155241,0.4314405338090842,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.7256637939443754,0.08817031804916024,-8.230250383578909,1.8682252465533544e-16,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethOther,-0.2219476555826319,0.16253926920482856,-1.3655017440919963,0.1720954052987119,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethUnknown,-0.7301187925289901,0.32263206576001485,-2.263007524714169,0.023635225435936335,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethWhite,-0.17149703383655418,0.0701429662925918,-2.4449640912130484,0.014486656470367393,Proportional Hazards,(3) PE (w/ or w/out DVT)
insulin,0.1936240054134969,0.08361260394473359,2.3157274893804147,0.020573152497618367,Proportional Hazards,(3) PE (w/ or w/out DVT)
elix_cat,0.2846667234181054,0.028339424232583635,10.044901444779743,9.674433759364281e-24,Proportional Hazards,(3) PE (w/ or w/out DVT)
util_count,0.026846054543029813,0.004664098309712669,5.755893799906559,8.618455734568001e-9,Proportional Hazards,(3) PE (w/ or w/out DVT)
dysl,-0.1003707264847792,0.06454404634506744,-1.5550733517414452,0.11992860072053704,Proportional Hazards,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.03348143071554777,0.05831608260994203,-0.5741371713785124,0.5658749812529809,Proportional Hazards,(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.0963211937847613,0.09452147463053714,-1.0190403203214808,0.3081838249421108,Proportional Hazards,(3) PE (w/ or w/out DVT)
htn_dx,0.30560768253213494,0.0683377206335645,4.472020425891024,7.748402427538234e-6,Proportional Hazards,(3) PE (w/ or w/out DVT)
ht_index,-0.015733006129102032,0.1650935705267866,-0.09529750964195989,0.9240785206711791,Proportional Hazards,(3) PE (w/ or w/out DVT)
oc_index,0.46332642893617837,0.11657970755479828,3.974331713933935,7.05771431375235e-5,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi_over_50,0.28155362866212785,0.10302569828250295,2.7328485354216197,0.006278919957280939,Proportional Hazards,(3) PE (w/ or w/out DVT)
surg_cont:bmi_over_50,-0.31338394901814665,0.1813142783856275,-1.7284019317641788,0.08391618940697242,Proportional Hazards,(3) PE (w/ or w/out DVT)
surg_cont,2.8158038142455935,0.3298560078458245,8.536463630402352,1.3839221522845255e-17,Interaction with log(t),(3) PE (w/ or w/out DVT)
tt(surg_cont),-0.5387931533215509,0.0578885650895207,-9.307419392557826,1.3097584700526973e-20,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteNC,0.11647110971931421,0.12595236756899375,0.9247234646503494,0.3551097706243849,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteSC,0.26412263907277256,0.12458812119719115,2.1199664665841933,0.03400887334298334,Interaction with log(t),(3) PE (w/ or w/out DVT)
age,0.03412286483021786,0.002964923887248229,11.508850185657746,1.1905512873901866e-30,Interaction with log(t),(3) PE (w/ or w/out DVT)
