term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.24311542901785088,0.14305334549510318,-1.6994739142690858,0.08922992553126946,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteNC,0.17489340960108898,0.17931052016988142,0.9753661382243072,0.3293786741074508,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteSC,0.27809138369715636,0.1784130381623304,1.5586942891703515,0.1190687540875716,Proportional Hazards,(3) PE (w/ or w/out DVT)
age,0.033510732659640705,0.004169068525780396,8.037942397065283,9.13595569618443e-16,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi,0.045504591899481375,0.008195566153083636,5.552342699638874,2.8186631961742455e-8,Proportional Hazards,(3) PE (w/ or w/out DVT)
GENDERM,0.2484660165993459,0.09005645947022348,2.759002719638333,0.005797805245888579,Proportional Hazards,(3) PE (w/ or w/out DVT)
diabetes,-0.08280564058717002,0.09954487285167374,-0.8318423462206244,0.40549793802995493,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.8447636293574452,0.12492882414622063,-6.761959340693924,1.3613791412200733e-11,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethOther,-0.46533815213243795,0.24424826673853064,-1.9051850739665042,0.056756017726105785,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethUnknown,-0.8577134875296148,0.45586057630218946,-1.881525914101064,0.059900413553948775,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethWhite,-0.2481333957728235,0.09733102150608428,-2.5493762618869913,0.010791579935188568,Proportional Hazards,(3) PE (w/ or w/out DVT)
insulin,0.22249080826126494,0.12281587092243923,1.8115802671934191,0.07005107623425727,Proportional Hazards,(3) PE (w/ or w/out DVT)
elix_cat,0.22632768191905217,0.040587218895158796,5.576328905503016,2.456472820820337e-8,Proportional Hazards,(3) PE (w/ or w/out DVT)
util_count,0.023727589948159333,0.006790615587242072,3.4941736346757355,4.7553163037331763e-4,Proportional Hazards,(3) PE (w/ or w/out DVT)
dysl,-0.1432775159156757,0.09163092309305418,-1.563637155222945,0.11790280404726695,Proportional Hazards,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.08790676043921028,0.0828468322035816,-1.0610756995897537,0.2886555003400291,Proportional Hazards,(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.04611639013044278,0.12859397229586791,-0.35862015386178897,0.7198792677785825,Proportional Hazards,(3) PE (w/ or w/out DVT)
htn_dx,0.1898039291555209,0.09597200509879787,1.9777009864504578,0.04796244892561826,Proportional Hazards,(3) PE (w/ or w/out DVT)
ht_index,-0.039718112178900346,0.23921333306003081,-0.16603636457393053,0.8681283325501143,Proportional Hazards,(3) PE (w/ or w/out DVT)
oc_index,0.5034296839397596,0.159398564225309,3.1583075191829493,0.0015868806371784206,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi_over_50,0.4230042660544597,0.1449159689529376,2.9189624104975835,0.0035119856990283335,Proportional Hazards,(3) PE (w/ or w/out DVT)
surg_cont:bmi_over_50,-0.41212187604325123,0.2570781139268234,-1.6030998117582294,0.108912619577008,Proportional Hazards,(3) PE (w/ or w/out DVT)
surg_cont,2.7225436415708346,0.47442568779092203,5.738609252479287,9.54571759686695e-9,Interaction with log(t),(3) PE (w/ or w/out DVT)
tt(surg_cont),-0.5107317021133051,0.08265713700476499,-6.178918368342018,6.454225531329124e-10,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteNC,0.18062464694242475,0.17930972925567948,1.0073332199663874,0.3137746708953378,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteSC,0.2890390323114669,0.1785321625029467,1.6189745772372877,0.10545273319706537,Interaction with log(t),(3) PE (w/ or w/out DVT)
age,0.033516730805041396,0.00417075712491625,8.036126247872662,9.272320947366134e-16,Interaction with log(t),(3) PE (w/ or w/out DVT)
bmi,0.06324707454482544,0.005215639231244718,12.126428178915942,7.65145570995442e-34,Interaction with log(t),(3) PE (w/ or w/out DVT)
GENDERM,0.24408495288346535,0.09005406331648404,2.710426869087056,0.006719666501772603,Interaction with log(t),(3) PE (w/ or w/out DVT)
diabetes,-0.08019334677490013,0.0996023254540256,-0.805135285841451,0.4207416155862465,Interaction with log(t),(3) PE (w/ or w/out DVT)
raceethHispanic,-0.8457624135114358,0.12490052899858164,-6.77148784150498,1.2746467501886249e-11,Interaction with log(t),(3) PE (w/ or w/out DVT)
raceethOther,-0.4559467575173822,0.2442189280693516,-1.866959130161711,0.06190729542885768,Interaction with log(t),(3) PE (w/ or w/out DVT)
raceethUnknown,-0.8476506343836048,0.45579198930763565,-1.8597313122400778,0.0629235496173009,Interaction with log(t),(3) PE (w/ or w/out DVT)
raceethWhite,-0.24826479761554535,0.09736922147224594,-2.5497256100205195,0.010780773166912212,Interaction with log(t),(3) PE (w/ or w/out DVT)
insulin,0.21590068063858472,0.12277531534304055,1.7585023506993007,0.07866207195354216,Interaction with log(t),(3) PE (w/ or w/out DVT)
elix_cat,0.229088454954574,0.04058932310513983,5.644057043305669,1.660890040287358e-8,Interaction with log(t),(3) PE (w/ or w/out DVT)
util_count,0.02392599017336353,0.006833080589967664,3.5014939247887247,4.626575193706685e-4,Interaction with log(t),(3) PE (w/ or w/out DVT)
dysl,-0.14336219763918961,0.09166011560275941,-1.564063024538382,0.11780276829603581,Interaction with log(t),(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.08916047882099075,0.08286481051978263,-1.0759751728353393,0.2819383600345972,Interaction with log(t),(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.029694277866871628,0.12852759613298267,-0.23103425848055287,0.8172881874723013,Interaction with log(t),(3) PE (w/ or w/out DVT)
htn_dx,0.1932488787263186,0.09591580795286982,2.014776113039421,0.043928112973626574,Interaction with log(t),(3) PE (w/ or w/out DVT)
ht_index,-0.03743420911763838,0.2391682311779353,-0.15651831739219682,0.8756244819867928,Interaction with log(t),(3) PE (w/ or w/out DVT)
oc_index,0.4989853876500478,0.15935578938234274,3.1312661409045575,0.0017405434803299579,Interaction with log(t),(3) PE (w/ or w/out DVT)
surg_cont:bmi_over_50,-0.49332681093285635,0.7722624762191544,-0.6388071751823131,0.5229483799544011,Interaction with log(t),(3) PE (w/ or w/out DVT)
tt(surg_cont):bmi_over_50,0.052942072755739665,0.1336953601914465,0.39599035209545563,0.6921121456281537,Interaction with log(t),(3) PE (w/ or w/out DVT)
surg_cont,0.034821075798926855,0.21315804576863653,0.16335801763130223,0.8702365558734949,NCS with df = 1,(3) PE (w/ or w/out DVT)
tt(surg_cont),-1.6744555466010627,0.867159240160505,-1.9309666195693571,0.053487180570198904,NCS with df = 1,(3) PE (w/ or w/out DVT)
siteNC,0.1831782708980496,0.1793129113835541,1.0215565041282912,0.3069908529994657,NCS with df = 1,(3) PE (w/ or w/out DVT)
siteSC,0.2895465976487918,0.17848197377710692,1.6222736196899379,0.1047447745455735,NCS with df = 1,(3) PE (w/ or w/out DVT)
age,0.03359649704831586,0.004170898012384951,8.054979275099832,7.949227672842676e-16,NCS with df = 1,(3) PE (w/ or w/out DVT)
bmi,0.06320919453695072,0.005217016304102766,12.115966455240276,8.693331703374785e-34,NCS with df = 1,(3) PE (w/ or w/out DVT)
GENDERM,0.244763319322646,0.09006041395409797,2.7177680911770743,0.006572388645338223,NCS with df = 1,(3) PE (w/ or w/out DVT)
diabetes,-0.08121909972111525,0.09960311999961229,-0.8154272649434215,0.4148277829418145,NCS with df = 1,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.8458812376297385,0.12490181130363233,-6.77236966222554,1.266899251005381e-11,NCS with df = 1,(3) PE (w/ or w/out DVT)
raceethOther,-0.4565594077356851,0.24422049431644466,-1.869455751506693,0.06155943427816327,NCS with df = 1,(3) PE (w/ or w/out DVT)
raceethUnknown,-0.8475202543887458,0.4558063327275492,-1.8593867472555217,0.06297233893913463,NCS with df = 1,(3) PE (w/ or w/out DVT)
raceethWhite,-0.24899582183213284,0.09735710936646909,-2.557551507562424,0.01054119457751472,NCS with df = 1,(3) PE (w/ or w/out DVT)
insulin,0.21546385215975414,0.12278193265182383,1.7548498179349483,0.07928499967069796,NCS with df = 1,(3) PE (w/ or w/out DVT)
elix_cat,0.22918073044026185,0.040584805194632576,5.646958987265792,1.633107696817424e-8,NCS with df = 1,(3) PE (w/ or w/out DVT)
util_count,0.02352651426712569,0.006827211847255475,3.445991539955407,5.689681713427623e-4,NCS with df = 1,(3) PE (w/ or w/out DVT)
