term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.10689574874355612,0.10746423735381708,-0.9947099739945182,0.31987734208136914,Proportional Hazards,(1) Any VTE
siteNC,0.551081950957052,0.38710600536109874,1.423594424589187,0.15456391073801687,Proportional Hazards,(1) Any VTE
siteSC,0.4788595725854832,0.3837171636859591,1.24794931763175,0.21204961826386118,Proportional Hazards,(1) Any VTE
age,0.020288143586735002,0.0041476470792015906,4.891482616365809,1.0007923401867345e-6,Proportional Hazards,(1) Any VTE
bmi,0.04297097700871802,0.005010441410262547,8.57628569824277,9.798598007568388e-18,Proportional Hazards,(1) Any VTE
GENDERM,0.17901646694492138,0.10067516339774715,1.7781591894483808,0.07537771349175823,Proportional Hazards,(1) Any VTE
diabetes,-0.16650796994675585,0.10029318822881633,-1.6602121528619889,0.09687178067628306,Proportional Hazards,(1) Any VTE
insulin,0.30363566063066677,0.12119506877592202,2.5053466588814746,0.012233142979166967,Proportional Hazards,(1) Any VTE
elix_cat,0.2825191484047605,0.03916150571892969,7.2142054606495325,5.424979331038966e-13,Proportional Hazards,(1) Any VTE
util_count,0.03141156441466397,0.006455792917407455,4.865640025405023,1.1408700338201674e-6,Proportional Hazards,(1) Any VTE
dysl,0.044055508793650056,0.09093785878541744,0.48445729184811953,0.6280613671035012,Proportional Hazards,(1) Any VTE
"Smoking2Never, Self-Report",-0.0591608096916834,0.0828462145935825,-0.7141039573371909,0.4751628990954235,Proportional Hazards,(1) Any VTE
Smoking2No Self-Report,-0.04304402026218858,0.14071064837554625,-0.30590449805410097,0.7596773610821173,Proportional Hazards,(1) Any VTE
htn_dx,0.5901191699102788,0.10179098949159734,5.797361562724489,6.736634958506997e-9,Proportional Hazards,(1) Any VTE
ht_index,-0.009765233075869666,0.2936643108037717,-0.03325304681778255,0.9734727962439608,Proportional Hazards,(1) Any VTE
oc_index,0.027629612020031714,0.20755546455434257,0.13311917409333096,0.8940991313681965,Proportional Hazards,(1) Any VTE
surg_cont,3.9693019146349466,0.3985170633581864,9.96018057843447,2.2764884775777743e-23,Interaction with log(t),(1) Any VTE
tt(surg_cont),-0.6983723298514536,0.06910868198763254,-10.105421052255519,5.227054822783326e-24,Interaction with log(t),(1) Any VTE
siteNC,0.5443673794580516,0.3871344572431796,1.4061455116512807,0.15968092027782038,Interaction with log(t),(1) Any VTE
siteSC,0.47911112304678255,0.38379113174984253,1.2483642361988452,0.21189769990579116,Interaction with log(t),(1) Any VTE
age,0.020018209589778027,0.004150762401720127,4.822778962602685,1.4157182785782587e-6,Interaction with log(t),(1) Any VTE
bmi,0.043191107609865415,0.005009109599449013,8.62251199586775,6.550109937094493e-18,Interaction with log(t),(1) Any VTE
GENDERM,0.17847119925160912,0.10063415369504045,1.77346549554582,0.07615160450213089,Interaction with log(t),(1) Any VTE
diabetes,-0.16723873613448045,0.10024615955612609,-1.6682807289075885,0.09526001163983411,Interaction with log(t),(1) Any VTE
insulin,0.3050831134938516,0.12116816812608357,2.5178486908904345,0.011807403228057215,Interaction with log(t),(1) Any VTE
elix_cat,0.28422994421306275,0.039141605769643546,7.26158108805793,3.825915323838055e-13,Interaction with log(t),(1) Any VTE
util_count,0.0318616480763687,0.006370290905721676,5.0016001698998025,5.68564121532913e-7,Interaction with log(t),(1) Any VTE
dysl,0.035715997840751974,0.09079127070115185,0.3933858130294772,0.6940345463577876,Interaction with log(t),(1) Any VTE
"Smoking2Never, Self-Report",-0.06355141232519677,0.0828524979648634,-0.7670428036116431,0.4430560666851678,Interaction with log(t),(1) Any VTE
Smoking2No Self-Report,-0.00897388305873424,0.14000676733109324,-0.06409606642450694,0.9488937339461242,Interaction with log(t),(1) Any VTE
htn_dx,0.5917894696291061,0.10172767144085818,5.8173893223650275,5.977381329833123e-9,Interaction with log(t),(1) Any VTE
ht_index,-5.270283872086349e-4,0.29367670751209624,-0.001794586951322747,0.9985681275470889,Interaction with log(t),(1) Any VTE
oc_index,0.028825035455376815,0.20766758700446222,0.13880372893607823,0.8896052472479979,Interaction with log(t),(1) Any VTE
surg_cont,0.7443079383364092,0.15230069591928108,4.887094795225954,1.0233482777074412e-6,NCS with df = 1,(1) Any VTE
tt(surg_cont),-5.0222404595223225,0.8103885989676736,-6.197323686340089,5.743131541678599e-10,NCS with df = 1,(1) Any VTE
siteNC,0.5454323994923476,0.3871482088569801,1.4088465011957234,0.15888056164014508,NCS with df = 1,(1) Any VTE
siteSC,0.4804843632096752,0.38380879388972405,1.2518847167106024,0.2106118745350749,NCS with df = 1,(1) Any VTE
age,0.020064215913902467,0.004151858779266373,4.832586313893794,1.3477064929038916e-6,NCS with df = 1,(1) Any VTE
bmi,0.04309369578515662,0.005015981965568403,8.591278055018547,8.600721388661639e-18,NCS with df = 1,(1) Any VTE
GENDERM,0.17862083287824332,0.10063561590072874,1.7749266130039143,0.07591000538226753,NCS with df = 1,(1) Any VTE
diabetes,-0.1682495478419633,0.10024482998692356,-1.6783862854963254,0.0932717131885637,NCS with df = 1,(1) Any VTE
insulin,0.3066965316313215,0.12117086020593675,2.5311079834712187,0.011370283785880729,NCS with df = 1,(1) Any VTE
elix_cat,0.284351742419957,0.03914551118700962,7.263968046336784,3.758968421492978e-13,NCS with df = 1,(1) Any VTE
util_count,0.03154389727378167,0.006410995621651502,4.920280582824017,8.642023328523195e-7,NCS with df = 1,(1) Any VTE
dysl,0.0379321727837198,0.09081367870013456,0.4176922829981514,0.6761721152181215,NCS with df = 1,(1) Any VTE
"Smoking2Never, Self-Report",-0.0632635851172291,0.08285316936231021,-0.7635626446658009,0.44512791740486446,NCS with df = 1,(1) Any VTE
Smoking2No Self-Report,-0.0018847867177745376,0.1399262920632646,-0.013469853949409112,0.989252936484245,NCS with df = 1,(1) Any VTE
htn_dx,0.5949373390762479,0.10173189705611656,5.848090483833927,4.97248061430241e-9,NCS with df = 1,(1) Any VTE
ht_index,-2.3173276777193456e-5,0.2936685737350204,-7.890962414692318e-5,0.9999370392292597,NCS with df = 1,(1) Any VTE
oc_index,0.02736617952412707,0.20765199794509065,0.1317886646646352,0.8951514526330118,NCS with df = 1,(1) Any VTE
surg_cont,1.2826269860252595,0.17641664542429158,7.270441986585065,3.583131692893842e-13,NCS with df = 2,(1) Any VTE
tt(surg_cont)1,-4.953045812542681,0.5896541004787046,-8.399917525412953,4.4679232993454137e-17,NCS with df = 2,(1) Any VTE
tt(surg_cont)2,0.14456085352215614,0.6749656596848996,0.21417512350130938,0.8304104945482351,NCS with df = 2,(1) Any VTE
siteNC,0.5421012256079514,0.387096517976203,1.4004290930906214,0.161384863016929,NCS with df = 2,(1) Any VTE
siteSC,0.4731990704705922,0.3837555698015841,1.2330741433023467,0.217548103318509,NCS with df = 2,(1) Any VTE
age,0.020117602734627663,0.004149510942911972,4.848186451705049,1.2459526887839884e-6,NCS with df = 2,(1) Any VTE
bmi,0.043248112415694345,0.005002568287190783,8.645181821192198,5.371968839026794e-18,NCS with df = 2,(1) Any VTE
GENDERM,0.1793500032898213,0.10063873680556708,1.7821169957282306,0.07473015480226446,NCS with df = 2,(1) Any VTE
diabetes,-0.165065249606027,0.10025351017522706,-1.6464785055158608,0.09966528186256898,NCS with df = 2,(1) Any VTE
insulin,0.30282310322681305,0.12117122214040262,2.499133852722292,0.012449727725816052,NCS with df = 2,(1) Any VTE
elix_cat,0.2830332655362783,0.03916504275507057,7.226680877289094,4.949412846129143e-13,NCS with df = 2,(1) Any VTE
util_count,0.03226980508604029,0.006377673292616727,5.059808429415511,4.1967791079709464e-7,NCS with df = 2,(1) Any VTE
dysl,0.035632923485928385,0.09080017399139344,0.39243232605816236,0.6947388049503831,NCS with df = 2,(1) Any VTE
