term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.12907788880017118,0.23006306872082427,-0.561054364430842,0.5747604770075722,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteNC,15.314353081679853,1113.708855389927,0.013750768890418902,0.9890288195493876,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteSC,15.013596319520131,1113.70885224795,0.01348071921060531,0.989244268047145,Proportional Hazards,(3) PE (w/ or w/out DVT)
age,0.03103538022375743,0.008860967674333545,3.502482049861634,4.6094484097964435e-4,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi,0.0661462083233994,0.009830348424772019,6.728775569817449,1.7109671474569415e-11,Proportional Hazards,(3) PE (w/ or w/out DVT)
GENDERM,0.14716616402599986,0.2182937539915865,0.6741657117302219,0.5002059661698207,Proportional Hazards,(3) PE (w/ or w/out DVT)
diabetes,-0.21803076273601868,0.2109664262227951,-1.0334855959770735,0.30137670784208953,Proportional Hazards,(3) PE (w/ or w/out DVT)
insulin,0.1683252948114679,0.28338178927129626,0.5939876914614343,0.5525203454560551,Proportional Hazards,(3) PE (w/ or w/out DVT)
elix_cat,0.11096724848303674,0.08432074308247403,1.3160136453553284,0.18816946279805616,Proportional Hazards,(3) PE (w/ or w/out DVT)
util_count,0.022849601884569214,0.014568226454777225,1.5684546060221596,0.11677507591094537,Proportional Hazards,(3) PE (w/ or w/out DVT)
dysl,0.08747761058466465,0.19020347284952657,0.45991594829538035,0.6455765523484113,Proportional Hazards,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",0.0733839449266624,0.18185404854092502,0.4035320935411996,0.6865568299186489,Proportional Hazards,(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,0.21901538439614399,0.27813633028247664,0.7874389662569822,0.4310249438008581,Proportional Hazards,(3) PE (w/ or w/out DVT)
htn_dx,0.3319875861956154,0.21130408879870183,1.5711365931583194,0.11615092433975088,Proportional Hazards,(3) PE (w/ or w/out DVT)
ht_index,0.3462292090371057,0.5124558080066604,0.6756274465575103,0.49927721101175954,Proportional Hazards,(3) PE (w/ or w/out DVT)
oc_index,0.42433422885241745,0.3736152089046286,1.1357520217029915,0.2560603618896776,Proportional Hazards,(3) PE (w/ or w/out DVT)
surg_cont,2.447595965813519,0.7589019663122053,3.225180687971232,0.0012589318552548032,Interaction with log(t),(3) PE (w/ or w/out DVT)
tt(surg_cont),-0.4370578966186161,0.1292435832354448,-3.381660316724752,7.204917742518851e-4,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteNC,16.279841676960647,1816.656003908814,0.008961433337919822,0.9928499063979083,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteSC,15.982833890030095,1816.6560020490015,0.008797941862412641,0.9929803485791835,Interaction with log(t),(3) PE (w/ or w/out DVT)
