term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.5130237194988359,0.11865034817800761,-4.32382818404512,1.533447405854732e-5,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteNC,0.020949693498743024,0.1372333618848786,0.1526574384756176,0.878668426438105,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteSC,0.2712876851032978,0.13529930016176964,2.0050930402369755,0.044953101389700066,Proportional Hazards,(3) PE (w/ or w/out DVT)
age,0.03467978249627649,0.003932300219396578,8.819210274234402,1.1526979525554175e-18,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi,0.06240375619377758,0.004787757913749979,13.034024969090442,7.83623494823798e-39,Proportional Hazards,(3) PE (w/ or w/out DVT)
GENDERM,0.2306890086315942,0.08090003399968719,2.8515316647763855,0.004350915253874278,Proportional Hazards,(3) PE (w/ or w/out DVT)
diabetes,-0.09748820557421502,0.09186901535181535,-1.0611652383655228,0.28861481401250966,Proportional Hazards,(3) PE (w/ or w/out DVT)
insulin,0.18954795765632199,0.1115578517456134,1.6991001053744768,0.08930032355405322,Proportional Hazards,(3) PE (w/ or w/out DVT)
elix_cat,0.2816201649782751,0.03710296688410734,7.590233036024515,3.193306589552639e-14,Proportional Hazards,(3) PE (w/ or w/out DVT)
util_count,0.030801050622852145,0.006470408928851753,4.760294281480311,1.9331088490551596e-6,Proportional Hazards,(3) PE (w/ or w/out DVT)
dysl,-0.1330086129087848,0.08386146557901779,-1.5860516148916872,0.11272760147012742,Proportional Hazards,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.04341974994956332,0.07557067470336244,-0.5745581883448686,0.5655901365452163,Proportional Hazards,(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.09897026354958535,0.1183375276195658,-0.8363387806086099,0.40296434217174704,Proportional Hazards,(3) PE (w/ or w/out DVT)
htn_dx,0.26592404777420064,0.08832951224142592,3.01059114927937,0.0026073967636635184,Proportional Hazards,(3) PE (w/ or w/out DVT)
ht_index,-0.04459235585195734,0.19326599246443366,-0.23073048332682522,0.8175241901405194,Proportional Hazards,(3) PE (w/ or w/out DVT)
oc_index,0.549681058553145,0.1445565492449598,3.802533066984583,1.432241427726136e-4,Proportional Hazards,(3) PE (w/ or w/out DVT)
surg_cont,2.095845147966697,0.39900496274886693,5.252679399092633,1.4990233645149483e-7,Interaction with log(t),(3) PE (w/ or w/out DVT)
tt(surg_cont),-0.436013342453723,0.06787950887319842,-6.423342621235121,1.3331396614930006e-10,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteNC,0.020376247750206345,0.13728160288892094,0.148426645096018,0.8820060732152435,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteSC,0.27691568184984955,0.13543753546542986,2.044600714995524,0.0408942389637061,Interaction with log(t),(3) PE (w/ or w/out DVT)
age,0.03464965330811478,0.0039342354066030285,8.807214039597248,1.2829457254977718e-18,Interaction with log(t),(3) PE (w/ or w/out DVT)
bmi,0.06266253293278058,0.004794919214947955,13.068527356505365,4.9820669674227494e-39,Interaction with log(t),(3) PE (w/ or w/out DVT)
GENDERM,0.22869110245782437,0.08089078015644463,2.8271590657863666,0.004696299364065717,Interaction with log(t),(3) PE (w/ or w/out DVT)
diabetes,-0.09768041773575677,0.09188941733308102,-1.0630214073693003,0.2877722433595693,Interaction with log(t),(3) PE (w/ or w/out DVT)
insulin,0.19052771550449824,0.11155824394146856,1.7078766102168363,0.08765924003606058,Interaction with log(t),(3) PE (w/ or w/out DVT)
elix_cat,0.28343577375156626,0.03711621460460465,7.6364407515954795,2.2330894702202838e-14,Interaction with log(t),(3) PE (w/ or w/out DVT)
util_count,0.030979461032841604,0.006474555462653832,4.784801244121793,1.7115661621150314e-6,Interaction with log(t),(3) PE (w/ or w/out DVT)
dysl,-0.13563011073878176,0.08392382112848558,-1.6161098114340497,0.10607057330972831,Interaction with log(t),(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.04494232901027905,0.07558482179146324,-0.5945946281949819,0.5521144716845502,Interaction with log(t),(3) PE (w/ or w/out DVT)
