term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.06717838225333092,0.06099031655920017,-1.1014598061337215,0.270696588632033,Proportional Hazards,(1) Any VTE
siteNC,-0.21240377665491667,0.07469914134579356,-2.843456736291889,0.004462706766239194,Proportional Hazards,(1) Any VTE
siteSC,-0.11664638548051375,0.0745502009158433,-1.5646689619547922,0.11766054975490634,Proportional Hazards,(1) Any VTE
age,0.025175398726378445,0.0023134356150645865,10.88225605348243,1.4005305907055176e-27,Proportional Hazards,(1) Any VTE
bmi,0.04010192676042564,0.0030951371239090436,12.956429765469775,2.1607233837983242e-38,Proportional Hazards,(1) Any VTE
GENDERM,0.11200799539803835,0.049294271026181335,2.272231500057041,0.023072531644082076,Proportional Hazards,(1) Any VTE
diabetes,-0.09416026698583109,0.05545107823454031,-1.6980781976423127,0.08949300391626495,Proportional Hazards,(1) Any VTE
insulin,0.3013357003191147,0.06628287405902669,4.546207517356099,5.462118432066878e-6,Proportional Hazards,(1) Any VTE
elix_cat,0.27455083758261295,0.022194301356009482,12.370330256341846,3.782629062689897e-35,Proportional Hazards,(1) Any VTE
util_count,0.037292543125139785,0.0037949320034019987,9.826933154983692,8.620398005934041e-23,Proportional Hazards,(1) Any VTE
dysl,-0.1375651704742371,0.05004077953517771,-2.749061300644436,0.005976620764431891,Proportional Hazards,(1) Any VTE
"Smoking2Never, Self-Report",-0.04965408317051185,0.04534810392590502,-1.0949538982190399,0.27353683426729186,Proportional Hazards,(1) Any VTE
Smoking2No Self-Report,0.06692367828390063,0.06706751918185212,0.9978552822632148,0.3183495386917459,Proportional Hazards,(1) Any VTE
htn_dx,0.30354581894604393,0.052474101480560364,5.784678734489546,7.265104053778965e-9,Proportional Hazards,(1) Any VTE
ht_index,-0.07922275693159624,0.11795826958065847,-0.671616811718526,0.5018276728035079,Proportional Hazards,(1) Any VTE
oc_index,0.28009274476966567,0.09136447120729198,3.065663721012276,0.00217187434276534,Proportional Hazards,(1) Any VTE
surg_cont,2.67493352836608,0.2137198484119387,12.516074422859521,6.097714187070987e-36,Interaction with log(t),(1) Any VTE
tt(surg_cont),-0.46271351555034174,0.03637882964890393,-12.719307355845158,4.619367089359981e-37,Interaction with log(t),(1) Any VTE
siteNC,-0.21448700771002202,0.07472747991157479,-2.8702561355451173,0.00410139422585881,Interaction with log(t),(1) Any VTE
siteSC,-0.1104184562042699,0.0746490154089118,-1.4791682864056617,0.1390953432188777,Interaction with log(t),(1) Any VTE
age,0.025108580456008417,0.002315187738268364,10.845159569991626,2.1026862160087636e-27,Interaction with log(t),(1) Any VTE
bmi,0.040313794728082886,0.0030955146074974392,13.023293325911476,9.019524965409461e-39,Interaction with log(t),(1) Any VTE
GENDERM,0.10950134431029505,0.0492859756433569,2.2217546245339346,0.026299892758935572,Interaction with log(t),(1) Any VTE
diabetes,-0.09530310700561785,0.05546539472803261,-1.7182444562582546,0.08575203582326482,Interaction with log(t),(1) Any VTE
insulin,0.30314244327055506,0.06628377381353709,4.573403501788012,4.798647374230899e-6,Interaction with log(t),(1) Any VTE
elix_cat,0.27693685726733636,0.022203774866466963,12.4725123963303,1.0544811876284785e-35,Interaction with log(t),(1) Any VTE
util_count,0.037495333736877946,0.003799211118838032,9.86924194629797,5.659065489401282e-23,Interaction with log(t),(1) Any VTE
dysl,-0.14089868676010722,0.05008441018652936,-2.813224439208893,0.004904740417824198,Interaction with log(t),(1) Any VTE
"Smoking2Never, Self-Report",-0.051981777971520156,0.045357234473910886,-1.1460526324950358,0.25177337506352737,Interaction with log(t),(1) Any VTE
Smoking2No Self-Report,0.08169743587450011,0.06708119668404072,1.2178887663454092,0.22326624569381548,Interaction with log(t),(1) Any VTE
htn_dx,0.3063242627356782,0.05247915486122522,5.837065470008342,5.3128223659444065e-9,Interaction with log(t),(1) Any VTE
ht_index,-0.08227278221384271,0.1180137260793922,-0.6971458740188812,0.4857115078788506,Interaction with log(t),(1) Any VTE
oc_index,0.2841493939507704,0.09140637129190562,3.108638817346126,0.0018795132864507314,Interaction with log(t),(1) Any VTE
surg_cont,0.3303930690041068,0.0888793212846422,3.7173221423012452,2.0134563912125637e-4,NCS with df = 1,(1) Any VTE
tt(surg_cont),-2.1112656046192764,0.3837584244130963,-5.50154855322891,3.7646990540190236e-8,NCS with df = 1,(1) Any VTE
siteNC,-0.21253030485834537,0.07473057908651046,-2.8439536727303243,0.004455752598165578,NCS with df = 1,(1) Any VTE
