term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.005709221387921956,0.1445314311003414,-0.03950159037696314,0.9684904855705514,Proportional Hazards,(1) Any VTE
siteNC,0.2064084772697558,0.2512362522818218,0.8215712318388635,0.41132096791373846,Proportional Hazards,(1) Any VTE
siteSC,0.25337131585448236,0.2516756783710109,1.0067373911315014,0.3140609885944294,Proportional Hazards,(1) Any VTE
age,0.02754743046611061,0.005417964114027136,5.084461595969264,3.68670351420922e-7,Proportional Hazards,(1) Any VTE
bmi,0.04343296741720806,0.007131752387554349,6.090083482567779,1.1285182411124816e-9,Proportional Hazards,(1) Any VTE
GENDERM,0.12332017299319623,0.120524802987986,1.0231933173579955,0.30621645194224306,Proportional Hazards,(1) Any VTE
diabetes,0.20313072353726255,0.12731014378036587,1.5955580404315743,0.11058750190490649,Proportional Hazards,(1) Any VTE
raceethHispanic,-0.5062372814433084,0.15972837337282958,-3.1693635310595436,0.001527731823129879,Proportional Hazards,(1) Any VTE
raceethOther,-0.21715024358856858,0.31193798375314385,-0.6961327407963668,0.48634570414302714,Proportional Hazards,(1) Any VTE
raceethUnknown,-15.19915691269715,949.4869207738981,-0.01600775806401712,0.9872282024485898,Proportional Hazards,(1) Any VTE
raceethWhite,-0.09579359420945291,0.1345741169469001,-0.7118277747811705,0.4765714311983102,Proportional Hazards,(1) Any VTE
insulin,0.11566004144631098,0.15649506799567953,0.7390650895752452,0.45986747413340817,Proportional Hazards,(1) Any VTE
elix_cat,0.23186994233536418,0.05362695031793689,4.32375775539504,1.5339372765334174e-5,Proportional Hazards,(1) Any VTE
util_count,0.0275306046585269,0.009270126235842708,2.969819823173552,0.0029797446038993475,Proportional Hazards,(1) Any VTE
dysl,-0.1446671418258053,0.12141991659488398,-1.1914613836252697,0.23347250772283942,Proportional Hazards,(1) Any VTE
"Smoking2Never, Self-Report",-0.02085925776633003,0.11150349235470343,-0.18707268557988038,0.8516036438257392,Proportional Hazards,(1) Any VTE
Smoking2No Self-Report,0.10912322797887374,0.1679516045258143,0.6497301903543374,0.5158665190088234,Proportional Hazards,(1) Any VTE
htn_dx,0.1174502430008826,0.12618878317289042,0.9307502620099347,0.35198276353830316,Proportional Hazards,(1) Any VTE
ht_index,0.13279048454417514,0.31203303431249035,0.42556546885093594,0.6704245066938409,Proportional Hazards,(1) Any VTE
oc_index,-0.08053887262605934,0.2545692771982558,-0.31637310484774855,0.7517193285837785,Proportional Hazards,(1) Any VTE
surg_cont,2.8704961336092505,0.5351958076135848,5.363450334950623,8.164710840797855e-8,Interaction with log(t),(1) Any VTE
tt(surg_cont),-0.47572534115415904,0.08893257406541528,-5.349281139711916,8.830427617780695e-8,Interaction with log(t),(1) Any VTE
siteNC,0.20163712039994003,0.25127502169023497,0.8024558869544653,0.42228929606160687,Interaction with log(t),(1) Any VTE
siteSC,0.2591540714471032,0.2519565438060603,1.0285665437869438,0.3036834061545957,Interaction with log(t),(1) Any VTE
age,0.027379520242613822,0.0054167786364470154,5.054576175291641,4.3134757218509315e-7,Interaction with log(t),(1) Any VTE
bmi,0.04387598626070535,0.007117738097242839,6.164315919084093,7.078849151855315e-10,Interaction with log(t),(1) Any VTE
GENDERM,0.1192975054991582,0.12053907713453978,0.9896998412058872,0.322320852645898,Interaction with log(t),(1) Any VTE
diabetes,0.20956403674911997,0.12727105969337058,1.6465961488339518,0.0996410825704314,Interaction with log(t),(1) Any VTE
raceethHispanic,-0.5023657612669767,0.1597384943195215,-3.144926108180945,0.0016612878442192754,Interaction with log(t),(1) Any VTE
raceethOther,-0.20895723919859008,0.3119847965111589,-0.6697673782033677,0.5030060921575141,Interaction with log(t),(1) Any VTE
raceethUnknown,-15.200720686772186,948.1390478852612,-0.01603216397497395,0.9872087318476651,Interaction with log(t),(1) Any VTE
raceethWhite,-0.08718931124068932,0.1346611012489976,-0.6474721388136453,0.5173264206730938,Interaction with log(t),(1) Any VTE
insulin,0.11718129674028281,0.15647529300557889,0.748880506880437,0.45392923031244764,Interaction with log(t),(1) Any VTE
elix_cat,0.23364598820579888,0.05365687188869197,4.354446690267069,1.3340343875806715e-5,Interaction with log(t),(1) Any VTE
util_count,0.028151326292166448,0.009247073108989973,3.0443499213602867,0.0023318374234886927,Interaction with log(t),(1) Any VTE
dysl,-0.14971799339814013,0.12145574717439481,-1.2326958326901103,0.2176892672058996,Interaction with log(t),(1) Any VTE
"Smoking2Never, Self-Report",-0.02064723745325748,0.111560414520096,-0.1850767366012088,0.8531688478834899,Interaction with log(t),(1) Any VTE
Smoking2No Self-Report,0.128309741157084,0.16785474914000964,0.7644093587728001,0.4446233333525136,Interaction with log(t),(1) Any VTE
htn_dx,0.11530414965846704,0.12612802171004134,0.9141834470657317,0.36062046047149765,Interaction with log(t),(1) Any VTE
ht_index,0.13271943770990055,0.31209689173713107,0.42525075136501445,0.6706538908142933,Interaction with log(t),(1) Any VTE
oc_index,-0.0721397804430446,0.25481488074562497,-0.2831066232550989,0.7770951045864056,Interaction with log(t),(1) Any VTE
surg_cont,0.5606306016451397,0.2126760338564022,2.6360779420199014,0.008387046425170559,NCS with df = 1,(1) Any VTE
