term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.044274392895808146,0.0451878085052894,-0.9797862379324208,0.32719164672156864,Proportional Hazards,(1) Any VTE
siteNC,-0.16773192699402145,0.0678284265113872,-2.472885420183855,0.013402710612668236,Proportional Hazards,(1) Any VTE
siteSC,-0.12894946898765985,0.06730258033068517,-1.9159661985332248,0.055369398280242114,Proportional Hazards,(1) Any VTE
age,0.027171076163127347,0.0017424342847101432,15.593745142386991,8.028551364381702e-55,Proportional Hazards,(1) Any VTE
bmi,0.03973784683645398,0.0022702413330711723,17.503798498240187,1.3402530605475395e-68,Proportional Hazards,(1) Any VTE
GENDERM,0.11258021098266756,0.03821670486879848,2.9458377264383713,0.003220813232396892,Proportional Hazards,(1) Any VTE
diabetes,-0.0710319187919741,0.04166381788175165,-1.7048826152604077,0.08821631930864572,Proportional Hazards,(1) Any VTE
raceethHispanic,-0.28658013656771947,0.05121567001042599,-5.5955557451338676,2.1991617048037736e-8,Proportional Hazards,(1) Any VTE
raceethOther,-0.2256236945255873,0.10235435997689282,-2.204338873073149,0.0275005210550893,Proportional Hazards,(1) Any VTE
raceethUnknown,-0.5336315101303558,0.19336767564658747,-2.7596727754314987,0.005785928321971135,Proportional Hazards,(1) Any VTE
raceethWhite,-0.017226889247561477,0.04443995250371677,-0.3876441867511153,0.698279364568975,Proportional Hazards,(1) Any VTE
insulin,0.25714670446071836,0.049023630831056667,5.245362289604524,1.5597552581259343e-7,Proportional Hazards,(1) Any VTE
elix_cat,0.2944696072752932,0.016791178167919963,17.53716173638643,7.455943923436084e-69,Proportional Hazards,(1) Any VTE
util_count,0.034754619170656254,0.0026387392402479966,13.17091838426214,1.2901864057629225e-39,Proportional Hazards,(1) Any VTE
dysl,-0.0805491823190183,0.038218528124378086,-2.1075950925394,0.035066028441087804,Proportional Hazards,(1) Any VTE
"Smoking2Never, Self-Report",-0.05869199714809414,0.03461709548075095,-1.6954627860309708,0.08998766403602843,Proportional Hazards,(1) Any VTE
Smoking2No Self-Report,0.027800787112213298,0.054074646351433234,0.5141187041989124,0.6071690011070772,Proportional Hazards,(1) Any VTE
htn_dx,0.38073437174220787,0.04048336441621072,9.404711718815316,5.2173028851377074e-21,Proportional Hazards,(1) Any VTE
ht_index,-0.12627279193749172,0.10253826522139523,-1.231469946023079,0.21814715045072158,Proportional Hazards,(1) Any VTE
oc_index,0.2100398428349557,0.07405825940653261,2.8361433892467134,0.004566194026156682,Proportional Hazards,(1) Any VTE
surg_cont,3.098973249230789,0.1612366513409025,19.220029834771452,2.5162531493381417e-82,Interaction with log(t),(1) Any VTE
tt(surg_cont),-0.5323302639214679,0.027563118794756595,-19.313136074526316,4.164974320934642e-83,Interaction with log(t),(1) Any VTE
siteNC,-0.1708083857993638,0.0678481969400815,-2.517508106371775,0.011818824981430389,Interaction with log(t),(1) Any VTE
siteSC,-0.12328543010113377,0.06738813837854085,-1.829482651807353,0.0673273358491703,Interaction with log(t),(1) Any VTE
age,0.02702464774121482,0.0017434133300903453,15.500998687336168,3.4154173847058926e-54,Interaction with log(t),(1) Any VTE
bmi,0.04001337842233421,0.002271212149569702,17.617631373588345,1.804017230880213e-69,Interaction with log(t),(1) Any VTE
GENDERM,0.11026742750836215,0.038212658949404954,2.885625615698727,0.003906365375892616,Interaction with log(t),(1) Any VTE
diabetes,-0.07143905754704467,0.041670267170549426,-1.7143892371665528,0.08645726386267574,Interaction with log(t),(1) Any VTE
raceethHispanic,-0.2852619023709328,0.051216521682820045,-5.569724241281704,2.5514282419213265e-8,Interaction with log(t),(1) Any VTE
raceethOther,-0.22430194208755386,0.10235130204135891,-2.1914908517423277,0.028416291035998215,Interaction with log(t),(1) Any VTE
raceethUnknown,-0.5392617291422517,0.19335342809216205,-2.7889949222168027,0.005287189398663372,Interaction with log(t),(1) Any VTE
raceethWhite,-0.01618554301471042,0.04444665940486508,-0.36415656950224634,0.7157410961359586,Interaction with log(t),(1) Any VTE
insulin,0.25834547259416724,0.04902560111790723,5.269603364430819,1.3671886416840426e-7,Interaction with log(t),(1) Any VTE
elix_cat,0.29660848548947283,0.016798208042402646,17.657150378228614,8.965308113562105e-70,Interaction with log(t),(1) Any VTE
util_count,0.03520864869618762,0.002645880262416405,13.306969781025762,2.108617106484207e-40,Interaction with log(t),(1) Any VTE
dysl,-0.08539610696784308,0.03823920342944468,-2.233208312652428,0.02553521040867835,Interaction with log(t),(1) Any VTE
"Smoking2Never, Self-Report",-0.06112318012696644,0.03462225245765939,-1.765430490165706,0.07749144282050238,Interaction with log(t),(1) Any VTE
Smoking2No Self-Report,0.04668842892406408,0.05406315379519545,0.863590553761095,0.38781285516639946,Interaction with log(t),(1) Any VTE
