term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.42105946166397956,0.10755405372761949,-3.9148637087200093,9.045528886335667e-5,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteNC,0.2876857989775832,0.16413417246242304,1.7527477347439402,0.07964531807009269,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteSC,0.2975297001676967,0.16391389244955026,1.8151585306246751,0.06949955051850308,Proportional Hazards,(3) PE (w/ or w/out DVT)
age,0.03118585822166267,0.003641482561722412,8.564055351925628,1.0896548644805033e-17,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi,0.054980551363098096,0.00449348958426698,12.235602271250627,2.0061126969957532e-34,Proportional Hazards,(3) PE (w/ or w/out DVT)
GENDERM,0.16006377130599858,0.08122076186153615,1.9707248200758414,0.048755359973783184,Proportional Hazards,(3) PE (w/ or w/out DVT)
diabetes,-0.18215464088625188,0.08718482121699866,-2.0892930483034204,0.03668135178548955,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.7479241623899922,0.10997046223408671,-6.801136843436526,1.0379676693968779e-11,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethOther,-0.39243681600372693,0.21753497471703673,-1.8040171081188094,0.07122862501750538,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethUnknown,-1.1712051355684052,0.5061781145175812,-2.313820179058187,0.020677587999761608,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethWhite,-0.1487457364592073,0.08650277861209171,-1.7195486531852864,0.0855145165307751,Proportional Hazards,(3) PE (w/ or w/out DVT)
insulin,0.04700007261807378,0.11357179579359844,0.41383577929409626,0.6789943788430965,Proportional Hazards,(3) PE (w/ or w/out DVT)
elix_cat,0.2598223040434156,0.03546856899009318,7.325423930014973,2.3814468334067417e-13,Proportional Hazards,(3) PE (w/ or w/out DVT)
util_count,0.03028076119190724,0.005912808527529742,5.121214571877564,3.035739733156419e-7,Proportional Hazards,(3) PE (w/ or w/out DVT)
dysl,-0.09728485058326905,0.08000312121882737,-1.2160131892501054,0.22397989776754734,Proportional Hazards,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",0.027278619379124562,0.07249125793090923,0.3763021936400051,0.7066922486723487,Proportional Hazards,(3) PE (w/ or w/out DVT)
