term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.4180126846823792,0.09031961010372604,-4.628149791637935,3.6894712591525155e-6,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteNC,0.1252724910961249,0.12617619911358127,0.9928377299062332,0.3207890397657635,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteSC,0.26262439025667345,0.12456298071573922,2.1083662958901033,0.034999317463748576,Proportional Hazards,(3) PE (w/ or w/out DVT)
age,0.032428250806572266,0.003361718434087928,9.646331613542886,5.094563428557121e-22,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi,0.06088470019680196,0.0035337368968770878,17.22955103154633,1.593836026609958e-66,Proportional Hazards,(3) PE (w/ or w/out DVT)
GENDERM,0.2346379784342111,0.0633311845641965,3.704935886622604,2.1144420817466374e-4,Proportional Hazards,(3) PE (w/ or w/out DVT)
diabetes,-0.052824850605495285,0.06989580511137797,-0.7557656789462492,0.44978969766121113,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.7292997845815082,0.08819028425050833,-8.269615987515138,1.3439117492968009e-16,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethOther,-0.2151686280169256,0.1625463640173498,-1.3237369492556539,0.18559042255653885,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethUnknown,-0.7203097905365818,0.3226075903148743,-2.2327738471172944,0.025563861763137196,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethWhite,-0.17223735386870603,0.07015455862003277,-2.4551127860638173,0.014084039231615532,Proportional Hazards,(3) PE (w/ or w/out DVT)
insulin,0.1926809238836186,0.08361788511543004,2.3043027651038153,0.021205653855520062,Proportional Hazards,(3) PE (w/ or w/out DVT)
elix_cat,0.28237917540067586,0.02849696008334102,9.909098183625254,3.800611082521621e-23,Proportional Hazards,(3) PE (w/ or w/out DVT)
util_count,0.026502065096667738,0.00468737636028034,5.653923017839923,1.5682647244576534e-8,Proportional Hazards,(3) PE (w/ or w/out DVT)
dysl,-0.09738494094113766,0.0646103649010873,-1.5072649889878396,0.13174274791936497,Proportional Hazards,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.03275196664705405,0.05832685090375717,-0.5615246861363521,0.5744399063809983,Proportional Hazards,(3) PE (w/ or w/out DVT)
