term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,0.1427555348325097,0.10679456398090563,1.3367303494776543,0.1813106715457408,Proportional Hazards,(2) DVT (no PE)
siteNC,-0.3578034513705363,0.16136393561239426,-2.2173693893411315,0.02659785971100984,Proportional Hazards,(2) DVT (no PE)
siteSC,-0.40997457404868803,0.1616956248700976,-2.5354710393559,0.01122962133541494,Proportional Hazards,(2) DVT (no PE)
age,0.02203198304321049,0.004292206379372724,5.133020431890395,2.8512894004558496e-7,Proportional Hazards,(2) DVT (no PE)
bmi,0.024687551323485053,0.005975937117585314,4.131159822756051,3.6093751895503184e-5,Proportional Hazards,(2) DVT (no PE)
GENDERM,0.03275055857887267,0.09634693339899861,0.33992320693014466,0.7339143595720092,Proportional Hazards,(2) DVT (no PE)
diabetes,-0.01465449574426269,0.10275409858454064,-0.1426171407869025,0.886592559476945,Proportional Hazards,(2) DVT (no PE)
raceethHispanic,-0.012515717571620052,0.12827422822201207,-0.09757000876246422,0.9222737403849862,Proportional Hazards,(2) DVT (no PE)
raceethOther,-0.11475725416166015,0.25164520414107,-0.4560279801610218,0.648369857900636,Proportional Hazards,(2) DVT (no PE)
raceethUnknown,-0.28354192124371114,0.4599516345833239,-0.6164602969626913,0.5375907680626858,Proportional Hazards,(2) DVT (no PE)
raceethWhite,0.08386308263095058,0.11555239638016526,0.7257580565879618,0.4679871039359683,Proportional Hazards,(2) DVT (no PE)
insulin,0.26833269590886366,0.11910836839003568,2.252845031259044,0.024268921759030778,Proportional Hazards,(2) DVT (no PE)
elix_cat,0.3287459087471774,0.041567225604148605,7.908776781926168,2.5993019686428464e-15,Proportional Hazards,(2) DVT (no PE)
util_count,0.039021944394335734,0.0070192347416584535,5.559287562039265,2.7087807974446074e-8,Proportional Hazards,(2) DVT (no PE)
dysl,-0.03597679247330598,0.09492010242727686,-0.37902184630352287,0.7046716410741399,Proportional Hazards,(2) DVT (no PE)
"Smoking2Never, Self-Report",-0.1486031602712158,0.08557371412767886,-1.7365514841332572,0.0824663693995398,Proportional Hazards,(2) DVT (no PE)
Smoking2No Self-Report,-0.005376214019560634,0.13301757680270707,-0.04041732039318898,0.9677604218545324,Proportional Hazards,(2) DVT (no PE)
htn_dx,0.4357513774208713,0.10140588567863341,4.2971014404609225,1.730460171668638e-5,Proportional Hazards,(2) DVT (no PE)
ht_index,-0.41098461421532145,0.28499275611333935,-1.4420879317082578,0.14927756914588627,Proportional Hazards,(2) DVT (no PE)
oc_index,0.31929683471448655,0.17860773757553666,1.7876987808518081,0.07382461854377424,Proportional Hazards,(2) DVT (no PE)
surg_cont,3.10590698574557,0.39344328543858537,7.894166963056198,2.9226070147350423e-15,Interaction with log(t),(2) DVT (no PE)
tt(surg_cont),-0.4980455375835038,0.0661426078779325,-7.529874517537269,5.0789107633653715e-14,Interaction with log(t),(2) DVT (no PE)
siteNC,-0.36686559274110775,0.16137960929012565,-2.2733082224877785,0.02300761238389105,Interaction with log(t),(2) DVT (no PE)
siteSC,-0.4083581556633202,0.16192586623380842,-2.5218834097430896,0.011672838985968206,Interaction with log(t),(2) DVT (no PE)
age,0.021873719627362693,0.004292740893214665,5.095513605756513,3.477970400827842e-7,Interaction with log(t),(2) DVT (no PE)
bmi,0.025011433051955224,0.005970636750716672,4.189072974327744,2.8009632491914416e-5,Interaction with log(t),(2) DVT (no PE)
