term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.42710310263560347,0.08661788914513097,-4.9308879130035015,8.185669455972929e-7,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteNC,0.11722358690522948,0.1259169962927666,0.9309592061160332,0.35187466640985865,Proportional Hazards,(3) PE (w/ or w/out DVT)
siteSC,0.2585090112620387,0.12445358745370366,2.0771519451635188,0.03778753752190147,Proportional Hazards,(3) PE (w/ or w/out DVT)
age,0.03425093814274169,0.002963403215370095,11.55797427940097,6.727715275793066e-31,Proportional Hazards,(3) PE (w/ or w/out DVT)
bmi,0.060920166740928004,0.003530720917588452,17.25431382510335,1.0384805134562406e-66,Proportional Hazards,(3) PE (w/ or w/out DVT)
GENDERM,0.23377904678608596,0.06333185537602347,3.691334248745085,2.2308075072631712e-4,Proportional Hazards,(3) PE (w/ or w/out DVT)
diabetes,-0.055376685836049155,0.06982330377740749,-0.7930974737687394,0.4277210345673374,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethHispanic,-0.7266704818029427,0.08816249474612158,-8.242399263944494,1.6879121353376418e-16,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethOther,-0.21775600204518647,0.162530263668347,-1.3397874163886856,0.18031446785452024,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethUnknown,-0.7219576613065644,0.32260402411799727,-2.2379065582966735,0.025227149274352333,Proportional Hazards,(3) PE (w/ or w/out DVT)
raceethWhite,-0.17255425082629344,0.07014492008997536,-2.4599678865548205,0.013894944819818695,Proportional Hazards,(3) PE (w/ or w/out DVT)
insulin,0.1924230884881062,0.08361346726047772,2.3013408580301804,0.021372372010818163,Proportional Hazards,(3) PE (w/ or w/out DVT)
elix_cat,0.28552987336555347,0.02833643266084881,10.076422702285225,7.023684407083004e-24,Proportional Hazards,(3) PE (w/ or w/out DVT)
util_count,0.026536579098910964,0.004682860952308644,5.666745045211831,1.4553564326791062e-8,Proportional Hazards,(3) PE (w/ or w/out DVT)
dysl,-0.09815613700357055,0.06454392746198007,-1.5207648629902468,0.1283188548975169,Proportional Hazards,(3) PE (w/ or w/out DVT)
"Smoking2Never, Self-Report",-0.03287758814126237,0.0583150396729753,-0.5637926052290537,0.5728952849730408,Proportional Hazards,(3) PE (w/ or w/out DVT)
Smoking2No Self-Report,-0.0992679073207797,0.09450367603661401,-1.0504131847984395,0.29352818634746786,Proportional Hazards,(3) PE (w/ or w/out DVT)
htn_dx,0.30780481763152595,0.06833451998435655,4.50438252441065,6.656620847552669e-6,Proportional Hazards,(3) PE (w/ or w/out DVT)
ht_index,-0.013975170096478397,0.1650487375953564,-0.08467298993065175,0.9325213697451907,Proportional Hazards,(3) PE (w/ or w/out DVT)
oc_index,0.45820020279730805,0.11654065726223907,3.931676837605856,8.435541143282921e-5,Proportional Hazards,(3) PE (w/ or w/out DVT)
surg_cont,2.7125797501089783,0.29313233671268324,9.253771796482972,2.1670742405171057e-20,Interaction with log(t),(3) PE (w/ or w/out DVT)
tt(surg_cont),-0.5280647638325956,0.050365551973310184,-10.48464164777602,1.0163019649517506e-25,Interaction with log(t),(3) PE (w/ or w/out DVT)
siteNC,0.11601695297936024,0.12595369273280263,0.9211079918512423,0.35699404816732594,Interaction with log(t),(3) PE (w/ or w/out DVT)
